Time,Infected Homosexual Males,Infected Bisexual Males,Infected Heterosexual Females,Infected Heterosexual Males
0.023,0.1668236414139097,0.05748773473043181,0.06433884079374136,0.03541234135056029
0.024,0.17626743433879025,0.06220964092447156,0.07361989231864656,0.04184241443479761
0.025,0.1862617154391339,0.06722909814827993,0.08401399447879909,0.04919946910750878
0.026000000000000002,0.19683668173818133,0.07256572781471779,0.0956431067708522,0.05759451311610386
0.027,0.20802396384434277,0.07824044829483441,0.10864213764629156,0.0671506735074742
0.028,0.21985666431893391,0.08427555879847021,0.12316025995393905,0.07800447228106928
0.029,0.23236939280826036,0.09069482794062608,0.1393623564000816,0.0903072289112786
0.03,0.2455982971714122,0.09752358712271358,0.15743060685771887,0.10422660164184104
0.031,0.25958108974280425,0.10478882883290191,0.1775662302695839,0.11994828038746316
0.032,0.27435706776956437,0.11251930993794251,0.19999139483128234,0.13767784504607342
0.033,0.2899671269585722,0.12074565999883063,0.22495131110100242,0.15764280402011493
0.034,0.3064537669567086,0.12950049459301846,0.2527165236470052,0.18009482875446228
0.035,0.3238610874713582,0.13881853356497614,0.28358541779524926,0.20531220110511633
0.036000000000000004,0.3422347736173521,0.14873672405281702,0.3178869589532359,0.23360249133465666
0.037,0.3616220689526233,0.1592943680493055,0.3559836828319319,0.26530548545888094
0.038,0.3820717345395282,0.17053325414839715,0.3982749556266851,0.3007963815075704
0.039,0.4036339922441687,0.18249779300073868,0.44520052380173847,0.34048927496472214
0.04,0.42636045036473913,0.19523515585013868,0.4972443734907316,0.38484095416213393
0.041,0.4503040095651006,0.20879541534437493,0.5549389196027072,0.43435502664330317
0.042,0.47551874698525026,0.22323168760388065,0.6188695444180312,0.4895863974040917
0.043000000000000003,0.5020597763106067,0.2386002742864576,0.689679504659825,0.5511461193448661
0.044,0.5299830815122943,0.2549608031003552,0.7680752245993019,0.6197066351052819
0.045,0.5593453219268872,0.2723763648865354,0.8548319905360737,0.6960074275402588
0.046,0.5902036063331574,0.2909136450079896,0.9508000587942671,0.7808610932458546
0.047,0.6226152337128508,0.3106430463434841,1.0569111849639943,0.8751598495332957
0.048,0.6566373984607242,0.3316388006787058,1.174185576227392,0.9798824798151395
0.049,0.6923268579450403,0.3539790647129448,1.3037392609270522,1.0961017152018757
0.05,0.7297395605230077,0.37774599624776706,1.4467918597022942,1.2249920408542148
0.051000000000000004,0.7689302323962339,0.40302580538960336,1.6046747301246884,1.367837903888084
0.052000000000000005,0.8099519220592127,0.4299087747756815,1.7788394413457622,1.5260422849245636
0.053,0.8528555015590948,0.45848924191862067,1.9708665163132888,1.7011355772011125
0.054,0.8976891243568148,0.4888655357579604,2.182474356058343,1.8947846949496816
0.055,0.9444976402662946,0.5211398584089524,2.4155282328078425,2.108802305897635
0.056,0.993321968756512,0.5554181019168953,2.672049205622307,2.3451560506300986
0.057,1.0441984328349931,0.5918095885723984,2.95422277328978,2.6059775735391844
0.058,1.0971580567920156,0.6304267220410888,3.2644070337652042,2.8935711455855833
0.059000000000000004,1.1522258322699268,0.6713845352434749,3.6051400670729694,3.210421607610258
0.06,1.209419958424292,0.7148001196342165,3.9791461990083485,3.559201304118759
0.061,1.2687510633504326,0.7607919193399411,4.389340736174893,3.9427756112345476
0.062,1.330221415441428,0.8094788726075623,4.83883268927266,4.364206589175164
0.063,1.3938241348960447,0.8609793823031031,5.330924922054188,4.826754209970801
0.064,1.4595424171741158,0.9154100969262313,5.869111079680978,5.333874526758124
0.065,1.5273487817616085,0.9728844839432454,6.457068564991648,5.889214064312797
0.066,1.597204361109185,1.0335111784016702,7.098646748284449,6.496599625174865
0.067,1.6690582459900718,1.0973920920191822,7.797849520928357,7.160022626845041
0.068,1.74284690472215,1.164620271517001,8.558811242458061,7.88361701984352
0.069,1.8184936946461268,1.2352775001963778,9.385765093695381,8.671629792582385
0.07,1.8959084848727215,1.3094316439495164,10.283002845811712,9.528383057698125
0.07100000000000001,1.9749874095307984,1.3871337523530818,11.254825100026661,10.45822674843673
0.07200000000000001,2.055612770488885,1.4684149374665378,12.305481159465522,11.465481047386596
0.073,2.13765310771078,1.5532830676100715,13.439097879329239,12.554367839064428
0.074,2.2209634539740852,1.6417193307394293,14.659597119817903,13.728930738606994
0.075,2.30538578857017,1.7336747418612815,15.97060181260167,14.992943615945299
0.076,2.3907497017706665,1.8290666907428728,17.37533115689781,16.34980801993337
0.077,2.4768732782629574,1.9277756490946922,18.876486089975238,17.80244051569123
0.078,2.56356420342263,2.029642179142366,20.476126924313768,19.35315167760939
0.079,2.6506210912314576,2.1344644062810922,22.175545891977997,21.003519314336966
0.08,2.7378350269275877,2.2419961350887454,23.975138252197116,22.754259409207783
0.081,2.8249913111948195,2.3519457977444773,25.87427654826398,24.605099190213352
0.082,2.911871386012796,2.4639764240213515,27.87119347277975,26.55465762864686
0.083,2.9982549154050133,2.5777068097036375,29.962879526110477,28.600339417541825
0.084,3.0839219874973067,2.6927140331418014,32.145002128647306,30.738248998807514
0.085,3.1686553978494967,2.8085374261743574,34.41185296547059,32.96313138463368
0.08600000000000001,3.2522429683060263,2.924684045615975,36.756330002618334,35.2683462537336
0.08700000000000001,3.3344798510163214,3.040635616493654,39.169959741150436,37.64588101725689
0.088,3.4151707641967106,3.155856831816353,41.64296383282021,40.08640720191717
0.089,3.4941321050108605,3.269804801601823,44.164372189741215,42.57938260219336
0.09,3.571193885936944,3.3819393537049396,46.72218226735481,45.11319928790047
0.091,3.6462014443617,3.4917338094376182,49.3035614425602,47.67537486556163
0.092,3.7190168809416937,3.598685797000156,51.89508656629783,50.25278159167551
0.093,3.789520190371159,3.7023276333197965,54.4830121035151,52.83190527677421
0.094,3.857610058273809,3.802235805720324,57.05355605638951,55.39912366952061
0.095,3.92320430949024,3.8980391213052963,59.593191346929096,57.940992417414805
0.096,3.9862400054093485,3.9894251624300545,62.08892969824472,60.44452595466537
0.097,4.046673200441425,4.076144785538186,64.52858539264433,62.89746086972887
0.098,4.104478379476264,4.158014518897677,66.90100758177796,65.28849044957639
0.099,4.159647608488039,4.2349168411016445,69.19627195162954,67.60746107130821
0.1,4.212189438741223,4.30679844462545,71.4058252829363,69.84552370829324
0.101,4.2621276109031,4.373666696235471,73.52257951507008,71.99523676948826
0.10200000000000001,4.309499608579648,4.435584589970326,75.54095501817079,74.0506195057438
0.10300000000000001,4.354355111386531,4.492664543423354,77.4568756250858,76.00715802121876
0.10400000000000001,4.3967543958705395,4.545061412474421,79.2677203472119,77.86176829748631
0.105,4.436766728792371,4.592965095210097,80.9722384494037,79.61272242135814
0.106,4.47446879195498,4.636593067017723,82.57043562605472,81.25954533521018
0.107,4.50994317144122,4.67618314196352,84.06343941952733,82.80288990806557
0.108,4.543276937326771,4.711986697477116,85.45335183268593,84.24439802691994
0.109,4.574560333119963,4.744262536726132,86.7430964305512,85.5865548432733
0.11,4.6038855877247915,4.773271501588038,87.93626624264988,86.83254241297527
0.111,4.6313458569035815,4.799271893164833,89.03697760775157,87.98609787331712
0.112,4.6570342962073905,4.822515709192706,90.04973387139661,89.05138013166317
